DATE,TIME,TEMPERATURE,RH,WIND,WINDDIR,RS,PRESSURE,PRECIP
YYYY-MM-DD,HH:MM,C,%,m s-1,deg,W m-2,mbar,mm
2020-01-02,11:10,29.22,67,3.697,71.73,688.8,1017,0
2020-01-02,11:20,28.94,69.53,3.858,73.27,682.1,1017,0
2020-01-02,11:30,28.94,69.11,4.046,76.37,612.5,1016,0
2020-01-02,11:40,28.83,69.28,4.35,74.85,619.7,1016,0
2020-01-02,11:50,28.78,68.5,4.171,73.68,566.3,1016,0
2020-01-02,12:00,28.89,69,4.032,81.8,843,1016,0
2020-01-02,12:10,29.28,67.78,4.412,83.1,824,1016,0
2020-01-02,12:20,28.89,68.75,4.605,71.67,633.4,1015,0
2020-01-02,12:30,28.83,68.92,4.403,76.68,726.2,1015,0
2020-01-02,12:40,29,68.32,4.533,74.4,722.7,1015,0
2020-01-02,12:50,29.17,67.09,4.493,87.9,899,1015,0
2020-01-02,13:00,29.22,67.7,4.529,87.6,664.4,1015,0
2020-01-02,13:10,28.5,69.28,4.689,88.3,475.7,1015,0
2020-01-02,13:20,28.61,69.92,4.542,90.2,639.7,1014,0
2020-01-02,13:30,29,68.87,4.448,81.3,751.6,1014,0
2020-01-02,13:40,28.83,68.3,4.926,78.16,679.8,1014,0
2020-01-02,13:50,29.11,69.36,3.764,72.72,758.6,1014,0
2020-01-02,14:00,29.39,67.76,3.965,72.24,718.3,1014,0
2020-01-02,14:10,28.78,68.05,4.546,84.1,514,1014,0
2020-01-02,14:20,28.83,69.42,4.287,75.98,624.9,1014,0
2020-01-02,14:30,28.67,68.7,4.18,71.07,430.1,1014,0
2020-01-02,14:40,28.94,67.77,4.247,82.1,654.2,1014,0
2020-01-02,14:50,28.94,68.67,4.175,78.66,470.1,1014,0
2020-01-02,15:00,28.67,68.7,4.47,74.37,503.2,1013,0
2020-01-02,15:10,28.61,69.91,4.238,76.53,521,1013,0
2020-01-02,15:20,28.67,67.02,4.654,72.78,517.8,1013,0
2020-01-02,15:30,28.78,67.35,4.479,80.2,487.6,1013,0
2020-01-02,15:40,28.78,69.69,3.974,77.33,481,1013,0
2020-01-02,15:50,28.39,70.82,4.162,72.73,309.7,1013,0
2020-01-02,16:00,28.33,69.74,4.461,73.5,388,1013,0
2020-01-02,16:10,28.44,67.32,4.117,80.7,349.5,1013,0
2020-01-02,16:20,28.44,67.6,3.929,81.3,315.2,1013,0
2020-01-02,16:30,28.39,68.54,3.469,79.72,279.8,1013,0
2020-01-02,16:40,28.22,68.03,3.876,75.22,242.9,1014,0
2020-01-02,16:50,28.17,69.15,3.97,84.4,205.4,1014,0
2020-01-02,17:00,28.11,69.17,3.096,79.65,171.7,1014,0
2020-01-02,17:10,28,68.73,3.325,72.97,137.2,1014,0
2020-01-02,17:20,27.83,70.22,2.441,73.33,93.3,1014,0
2020-01-02,17:30,27.56,71.53,2.857,76.93,34.04,1014,0
2020-01-02,17:40,27.33,72.54,3.288,68.57,31.54,1014,0
2020-01-02,17:50,27.17,73.25,2.98,70.64,15.48,1014,0
2020-01-02,18:00,27.06,73.89,2.055,71.67,7.515,1014,0
2020-01-02,18:10,26.89,73.93,3.201,74.64,1.82,1014,0
2020-01-02,18:20,26.78,74.16,2.429,73.69,0.176,1014,0
2020-01-02,18:30,26.78,74.5,2.325,75.2,0,1014,0
2020-01-02,18:40,26.78,74.69,2.596,66.75,0,1015,0
2020-01-02,18:50,26.78,74.84,2.611,72.79,0,1015,0
2020-01-02,19:00,26.89,75.46,2.438,90.7,0,1015,0
2020-01-02,19:10,26.63,77.27,2.885,84.1,1.224,1015,0
2020-01-02,19:20,26.48,79.15,2.756,76.29,0.41,1015,0
2020-01-02,19:30,26.24,79.98,2.883,70.55,0.217,1015,0
2020-01-02,19:40,26.11,80.8,2.157,68.24,0.034,1015,0
2020-01-02,19:50,25.99,82.1,2.396,70.76,0,1015,0
2020-01-02,20:00,25.93,83,2.123,81.5,0,1015,0
2020-01-02,20:10,25.87,83,2.22,69.65,0,1015,0
2020-01-02,20:20,25.88,83,2.41,73.18,0,1015,0
2020-01-02,20:30,25.99,82.8,1.842,74.93,0,1015,0
2020-01-02,20:40,26.1,82.9,2.048,72.1,0,1016,0
2020-01-02,20:50,26.14,82.9,3.077,77.06,0.781,1016,0
2020-01-02,21:00,25.16,85.4,3.275,87.3,2.393,1016,0
2020-01-02,21:10,24.95,87.3,2.006,77.76,2.353,1016,0
2020-01-02,21:20,24.89,88.2,1.404,84.8,2.617,1016,0
2020-01-02,21:30,24.87,88.7,1.577,71.08,2.658,1016,0
2020-01-02,21:40,24.89,89,1.198,56.5,2.642,1016,0
2020-01-02,21:50,24.98,89.3,1.279,74.04,2.807,1016,0
2020-01-02,22:00,25.2,89.4,0.9871,89.7,2.873,1016,0
2020-01-02,22:10,25.27,89.4,1.349,82.5,2.939,1016,0
2020-01-02,22:20,25.37,89.2,1.724,68.36,3.047,1016,0
2020-01-02,22:30,25.45,89,1.823,68.15,3.193,1016,0
2020-01-02,22:40,25.49,88.9,1.986,71.7,3.206,1016,0
2020-01-02,22:50,25.6,88.7,2.181,74.25,3.072,1016,0
2020-01-02,23:00,25.55,88.2,2.017,74.25,3.506,1016,0
2020-01-02,23:10,25.53,87.9,1.759,73.5,3.266,1016,0
2020-01-02,23:20,25.54,87.6,1.717,70.51,0.894,1015,0
2020-01-02,23:30,25.57,87.5,1.187,100.8,0.386,1015,0
2020-01-02,23:40,25.54,87.5,1.359,95.9,0.274,1015,0
2020-01-02,23:50,25.52,87.2,1.798,76.4,0,1015,0
2020-01-03,00:00,25.63,86.2,2.136,78.49,0,1015,0
2020-01-03,00:10,25.76,85.5,2.114,75.74,0,1015,0
2020-01-03,00:20,25.8,85.2,2.254,69.59,0,1015,0
2020-01-03,00:30,25.87,85.5,1.955,66.4,0,1015,0
2020-01-03,00:40,25.74,85.9,3.111,69.41,0,1015,0
2020-01-03,00:50,25.26,87.1,3.215,81.1,2.491,1014,0
2020-01-03,01:00,24.66,88.3,1.656,73.96,2.923,1014,0
2020-01-03,01:10,24.62,88.9,1.526,55.86,3.111,1014,0
2020-01-03,01:20,24.67,89.3,1.525,65.13,3.052,1014,0
2020-01-03,01:30,24.76,89.5,2.191,77.79,3.296,1014,0
2020-01-03,01:40,24.84,89.9,1.8,58.03,2.49,1014,0
2020-01-03,01:50,24.91,90.3,1.057,70.83,2.437,1014,0
2020-01-03,02:00,24.96,90.5,1.036,75.45,2.52,1014,0
2020-01-03,02:10,25.03,90.8,0.7443,99.7,2.638,1014,0
2020-01-03,02:20,25.08,90.9,0.9759,70.98,2.642,1013,0
2020-01-03,02:30,25.16,91,1.366,61.55,2.695,1013,0
2020-01-03,02:40,25.32,90.9,1.632,60.82,2.827,1013,0
2020-01-03,02:50,25.39,90.8,1.768,66.76,2.959,1013,0
2020-01-03,03:00,25.41,90.8,1.876,66.06,3.117,1013,0
2020-01-03,03:10,25.42,90.7,2.046,69.39,2.987,1013,0
2020-01-03,03:20,25.39,90.2,2.489,72.65,3.003,1013,0
2020-01-03,03:30,25.18,89.2,2.66,74.92,2.827,1013,0
2020-01-03,03:40,25.28,88.2,2.662,84,2.681,1013,0
2020-01-03,03:50,25.52,87.5,2.646,75.67,3.267,1013,0
2020-01-03,04:00,25.52,86.9,2.425,64.81,2.902,1013,0
2020-01-03,04:10,25.42,85.9,2.778,69.94,2.499,1013,0
2020-01-03,04:20,25.48,84.8,2.923,71.97,1.989,1013,0
2020-01-03,04:30,25.54,84.1,2.828,66.41,0,1013,0
2020-01-03,04:40,25.57,83.4,2.921,72.58,0,1013,0
2020-01-03,04:50,25.58,82.8,2.746,67.05,0,1013,0
2020-01-03,05:00,25.55,82.4,2.655,73.35,0,1013,0
2020-01-03,05:10,25.58,81.4,2.753,71.79,0,1013,0
2020-01-03,05:20,25.53,80.9,2.549,72.81,0,1013,0
2020-01-03,05:30,25.54,80.2,2.979,71.61,0,1013,0
2020-01-03,05:40,25.57,79.38,2.623,70.04,0,1013,0
2020-01-03,05:50,25.7,77.99,2.701,63.86,0,1013,0
2020-01-03,06:00,25.73,75.54,2.608,69.21,0,1013,0
2020-01-03,06:10,25.52,75.01,2.892,75.37,0,1013,0
2020-01-03,06:20,25.43,74.49,2.899,74.29,0,1013,0
2020-01-03,06:30,25.49,73.12,2.991,70.96,0.118,1013,0
2020-01-03,06:40,25.52,73.08,2.87,71.99,1.652,1013,0
2020-01-03,06:50,25.65,73.95,2.883,68.29,4.922,1014,0
2020-01-03,07:00,25.65,75.42,2.548,72.5,9.96,1014,0
2020-01-03,07:10,25.71,75.43,3.021,69.83,20,1014,0
2020-01-03,07:20,25.96,75.06,3.247,72.1,49.67,1014,0
2020-01-03,07:30,26.16,75.31,3.144,70.08,80.2,1014,0
2020-01-03,07:40,26.1,75.38,2.861,70.32,64.04,1014,0
2020-01-03,07:50,26.35,75.4,3.979,67.32,98.4,1015,0
2020-01-03,08:00,26.53,75.53,3.018,64,162.4,1015,0
2020-01-03,08:10,26.72,73.7,3.413,65.25,184.2,1015,0
2020-01-03,08:20,27.06,72.75,2.954,65.43,203.1,1015,0
2020-01-03,08:30,27.11,73.27,2.867,64.9,250.3,1015,0
2020-01-03,08:40,27.28,73.04,3.486,65.11,333.4,1015,0
2020-01-03,08:50,27.28,72.18,3.67,62.3,243,1015,0
2020-01-03,09:00,27.61,71,4.153,62.38,415.6,1015,0
2020-01-03,09:10,27.89,70.63,4.126,63.83,445.1,1015,0
2020-01-03,09:20,28,70.88,3.554,61.83,385.5,1015,0
2020-01-03,09:30,28.11,70.16,3.742,62.24,423.2,1015,0
2020-01-03,09:40,27.61,69.73,4.533,75.06,226.1,1015,0
2020-01-03,09:50,28.06,71.77,4.524,71.59,503.3,1015,0
2020-01-03,10:00,27.44,73.84,5.852,80.1,644.8,1015,0
2020-01-03,10:10,27.33,72.97,5.172,81.2,523.8,1015,0
2020-01-03,10:20,27.17,72.98,4.283,77.24,392.1,1015,0
2020-01-03,10:30,27.5,71.68,3.513,79.76,425.4,1015,0
2020-01-03,10:40,27.89,68.86,3.334,74.3,492.7,1015,0
2020-01-03,10:50,28,67.11,3.184,56.81,483,1015,0
2020-01-03,11:00,28.06,68.2,2.904,61.06,532.8,1015,0
2020-01-03,11:10,28.61,71.24,2.625,49.53,791.6,1015,0
2020-01-03,11:20,28.33,72.4,2.652,48.69,719,1015,0
2020-01-03,11:30,28.39,71.91,2.9,50.32,722.5,1015,0
2020-01-03,11:40,28.28,72.07,2.472,45.91,699.9,1015,0
2020-01-03,11:50,28.22,71.62,2.799,49.14,609.9,1014,0
2020-01-03,12:00,28.33,70.36,3.16,48.07,627.7,1014,0
2020-01-03,12:10,28.44,70.6,2.742,46.92,598.3,1014,0
2020-01-03,12:20,28.39,71.5,2.924,53.32,458.3,1014,0
2020-01-03,12:30,28.22,70.03,3.612,53.19,483.8,1014,0
2020-01-03,12:40,28.33,70.8,2.587,53.29,427.2,1014,0
2020-01-03,12:50,28.22,71.66,2.448,50.34,309.6,1013,0
2020-01-03,13:00,28.39,70.11,3.45,54.48,748.1,1013,0
2020-01-03,13:10,29,69.53,2.417,47.18,532.2,1013,0
2020-01-03,13:20,28.06,71.45,3.506,52.22,287.2,1013,0
2020-01-03,13:30,28.22,72.09,3.042,48.81,456.6,1013,0
2020-01-03,13:40,28.11,71.57,2.975,56,364.9,1013,0
2020-01-03,13:50,28.33,71.82,2.704,54.78,582.8,1012,0
2020-01-03,14:00,28.78,69.21,3.21,55.26,592.1,1012,0
2020-01-03,14:10,28.72,68.55,2.648,51.98,578.9,1012,0
2020-01-03,14:20,28.72,64.49,3.553,57.79,589.3,1012,0
2020-01-03,14:30,28.89,65.57,4.117,59.88,624.4,1012,0
2020-01-03,14:40,28.83,66.52,3.827,59.62,465,1012,0
2020-01-03,14:50,28.67,67.7,4.403,63.32,623.6,1012,0
2020-01-03,15:00,28.72,67.24,4.023,61.61,401.1,1012,0
2020-01-03,15:10,28.33,68.06,3.938,65.33,404.5,1011,0
2020-01-03,15:20,28.33,67.89,3.777,56.71,253.3,1011,0
2020-01-03,15:30,27.78,69.81,4.175,51.92,168.8,1011,0
2020-01-03,15:40,27.94,67.39,3.929,58.81,286.3,1012,0
2020-01-03,15:50,28.22,66.93,3.639,72.07,347,1012,0
2020-01-03,16:00,28.39,65.92,3.845,63.84,341,1012,0
2020-01-03,16:10,28.22,67.34,3.545,61.36,311,1012,0
2020-01-03,16:20,27.89,69.42,3.051,68.69,173.4,1012,0
2020-01-03,16:30,28.11,68.56,3.408,59.82,233.8,1012,0
2020-01-03,16:40,28,67.4,3.903,69.45,248.1,1012,0
2020-01-03,16:50,28,66.86,3.639,56.92,205.3,1012,0
